"ID","TIPO","ANO_LETIVO","PERIODO","CODIGO","TURNOS","N_AULAS","HORAS_TURNO"
1296,"P","1998/1999","2S","EEC4261",5,,2
1297,"P","1998/1999","2S","EEC4262",5,,1
1298,"T","1999/2000","1S","EEC3141",1,,3
1299,"T","1999/2000","1S","EEC3142",1,,3
1301,"T","1999/2000","2S","EEC3161",1,,3
1302,"P","1998/1999","2S","EEC4273",2,,1
1303,"T","1999/2000","1S","EEC3162",1,,3
1304,"T","1999/2000","2S","EEC3221",1,,3
1305,"T","1999/2000","2S","EEC3222",1,,3
1307,"P","1998/1999","2S","EEC4278",1,,1
1308,"T","1999/2000","2S","EEC3224",1,,3
1309,"P","1998/1999","2S","EEC4280",1,,1
1310,"T","1999/2000","2S","EEC3225",1,,3
1311,"T","1999/2000","2S","EEC3241",1,,3
1313,"P","1998/1999","2S","EEC4284",1,,1
1314,"T","1999/2000","2S","EEC3243",1,,3
1315,"T","1999/2000","2S","EEC3244",1,,3
1316,"T","1999/2000","2S","EEC3245",1,,3
1317,"T","1999/2000","2S","EEC3261",1,,3
1319,"T","1999/2000","2S","EEC3262",1,,3
1320,"T","1999/2000","1S","EEC3263",1,,3
1321,"T","1999/2000","2S","EEC3264",1,,3
1322,"T","1999/2000","2S","EEC3265",1,,3
1323,"T","1999/2000","1S","EEC4101",3,,3
1325,"T","1999/2000","1S","EEC4122",1,,3
1326,"T","1999/2000","1S","EEC4123",1,,3
1327,"T","1999/2000","1S","EEC4124",1,,3
1328,"T","1999/2000","1S","EEC4141",1,,3
1329,"T","1999/2000","1S","EEC4142",1,,3
1330,"T","1999/2000","1S","EEC4143",1,,3
1332,"T","1999/2000","1S","EEC4161",1,,3
1333,"T","1999/2000","1S","EEC4162",1,,3
1334,"T","1999/2000","1S","EEC4163",1,,3
1335,"T","1999/2000","1S","EEC4164",1,,3
1336,"T","1999/2000","2S","EEC4221",1,,3
1338,"T","1999/2000","2S","EEC4223",1,,3
1339,"T","1999/2000","2S","EEC4224",1,,3
1340,"T","1999/2000","2S","EEC4225",1,,3
1341,"T","1998/1999","1S","EEC1103",2,,3
1342,"P","1998/1999","1S","EEC1103",10,,2
1344,"TP","1998/1999","1S","EEC1101",2,,1
1345,"P","1998/1999","1S","EEC1101",10,,1
1346,"T","1997/1998","1S","EEC1103",2,,3
1347,"P","1997/1998","2S","EEC210",10,,
1348,"P","1997/1998","1S","EEC1103",10,,2
1350,"T","1997/1998","1S","EEC202",2,,2
1351,"TP","1997/1998","1S","EEC202",10,,1
1352,"T","1997/1998","1S","EEC205",2,,3
1353,"T","1997/1998","1S","EEC302",2,,3
1354,"TP","1997/1998","1S","EEC302",2,,2
1356,"TP","1997/1998","2S","EEC3224",1,,1
1357,"P","1997/1998","2S","EEC3224",3,,1
1358,"TP","1997/1998","2S","EEC3264",1,,1
1359,"P","1997/1998","2S","EEC3264",3,,1
1360,"TP","1997/1998","2S","EEC3244",1,,1
1362,"T","1997/1998","1S","EEC400",1,,2
1363,"P","1997/1998","1S","EEC400",2,,2
1364,"T","1997/1998","1S","EEC401",1,,2
1365,"P","1997/1998","1S","EEC401",2,,2
1366,"T","1997/1998","1S","EEC402",1,,3
1367,"T","1997/1998","1S","EEC403",1,,3
1369,"T","1997/1998","1S","EEC405",1,,3
1370,"T","1997/1998","2S","EEC406",1,,2
1371,"P","1997/1998","2S","EEC406",2,,2
1372,"T","1997/1998","2S","EEC407",1,,2
1373,"P","1997/1998","2S","EEC407",2,,2
1375,"TP","1997/1998","2S","EEC408",2,,1
1376,"T","1997/1998","2S","EEC409",1,,3
1377,"TP","1997/1998","2S","EEC409",2,,1
1378,"T","1997/1998","2S","EEC410",1,,3
1379,"TP","1997/1998","2S","EEC410",1,,1
1381,"TP","1997/1998","2S","EEC411",1,,1
1382,"T","1997/1998","2S","EEC412",1,,3
1383,"TP","1997/1998","2S","EEC412",1,,1
1384,"T","1997/1998","2S","EEC413",1,,3
1385,"TP","1997/1998","2S","EEC413",1,,1
1387,"T","1997/1998","1S","EEC415",1,,3
1388,"T","1997/1998","1S","EEC416",1,,2
1389,"P","1997/1998","1S","EEC416",2,,2
1390,"T","1997/1998","1S","EEC417",1,,3
1391,"TP","1997/1998","1S","EEC418",2,,1
1393,"T","1997/1998","2S","EEC421",1,,2
1394,"T","1997/1998","1S","EEC419",1,,3
1395,"P","1997/1998","1S","EEC419",1,,
1396,"T","1997/1998","1S","EEC420",1,,3
1397,"TP","1997/1998","1S","EEC415",2,,1
1399,"TP","1997/1998","1S","EEC414",2,,1
1400,"TP","1997/1998","1S","EEC417",2,,1
1401,"TP","1997/1998","1S","EEC419",1,,1
1402,"P","1997/1998","2S","EEC421",2,,2
1403,"T","1997/1998","2S","EEC422",1,,3
1405,"T","1997/1998","1S","EEC423",1,,3
1406,"TP","1997/1998","1S","EEC423",2,,1
1407,"T","1997/1998","2S","EEC424",1,,2
1408,"P","1997/1998","2S","EEC424",3,,2
1409,"T","1997/1998","2S","EEC425",1,,3
1411,"T","1997/1998","2S","EEC426",1,,2
1412,"P","1997/1998","2S","EEC426",1,,2
1413,"T","1997/1998","2S","EEC427",1,,2
1414,"P","1997/1998","2S","EEC427",1,,2
1415,"T","1997/1998","1S","EEC428",1,,2
1417,"T","1997/1998","1S","EEC429",1,,3
1418,"TP","1997/1998","1S","EEC429",2,,1
1419,"T","1997/1998","1S","EEC430",1,,3
1420,"TP","1997/1998","1S","EEC430",2,,1
1421,"T","1997/1998","1S","EEC431",1,,2
1423,"T","1997/1998","1S","EEC432",1,,3
1424,"TP","1997/1998","1S","EEC432",2,,1
1425,"T","1997/1998","1S","EEC433",1,,2
1426,"P","1997/1998","1S","EEC433",1,,2
1427,"T","1997/1998","2S","EEC434",1,,3
1429,"T","1997/1998","2S","EEC435",1,,3
1430,"TP","1997/1998","2S","EEC435",1,,1
1431,"T","1997/1998","2S","EEC436",1,,3
1432,"TP","1997/1998","2S","EEC436",2,,1
1433,"T","1997/1998","2S","EEC437",1,,3
1435,"T","1997/1998","2S","EEC438",1,,3
1436,"TP","1997/1998","2S","EEC438",2,,1
1437,"T","1997/1998","2S","EEC439",1,,3
1438,"TP","1997/1998","2S","EEC439",2,,1
1439,"T","1997/1998","1S","EEC441",1,,2
1440,"P","1997/1998","1S","EEC441",2,,2
1442,"P","1997/1998","1S","EEC442",2,,2
1443,"T","1997/1998","1S","EEC443",1,,3
1444,"TP","1997/1998","1S","EEC443",2,,1
1445,"T","1997/1998","1S","EEC445",1,,2
1446,"P","1997/1998","1S","EEC445",2,,2
1448,"TP","1997/1998","1S","EEC446",2,,1
1449,"T","1997/1998","2S","EEC448",1,,3
1450,"TP","1997/1998","2S","EEC448",2,,1
1451,"T","1997/1998","2S","EEC450",1,,3
1452,"TP","1997/1998","2S","EEC450",2,,1
1454,"TP","1997/1998","2S","EEC451",2,,1
1455,"TP","1997/1998","2S","EEC452",2,,1
1456,"T","1997/1998","2S","EEC453",1,,2
1457,"P","1997/1998","2S","EEC453",2,,2
1458,"T","1997/1998","1S","EEC454",1,,3
1460,"T","1997/1998","2S","EEC455",1,,3
1461,"TP","1997/1998","2S","EEC455",1,,1
1462,"T","1997/1998","1S","EEC470",1,,3
1463,"TP","1997/1998","1S","EEC470",1,,1
1464,"T","1997/1998","2S","EEC471",1,,3
1466,"P","1997/1998","A","EEC500",8,,10
1467,"T","1997/1998","1S","EEC501",1,,2
1468,"P","1997/1998","1S","EEC501",2,,2
1469,"T","1997/1998","1S","EEC502",1,,3
1470,"TP","1997/1998","1S","EEC502",2,,1
1472,"P","1997/1998","1S","EEC503",1,,2
1473,"T","1997/1998","1S","EEC504",1,,2
1474,"P","1997/1998","1S","EEC504",1,,2
1475,"T","1997/1998","1S","EEC505",1,,2
1476,"P","1997/1998","1S","EEC505",1,,2
1478,"P","1997/1998","1S","EEC506",1,,2
1479,"T","1997/1998","2S","EEC507",3,,3
1480,"TP","1997/1998","2S","EEC507",1,,1
1481,"T","1997/1998","2S","EEC508",1,,3
1482,"TP","1997/1998","2S","EEC508",1,,1
1484,"TP","1997/1998","2S","EEC509",1,,1
1485,"T","1997/1998","2S","EEC510",1,,3
1486,"TP","1997/1998","2S","EEC510",1,,1
1487,"T","1997/1998","2S","EEC511",1,,3
1488,"TP","1997/1998","2S","EEC511",1,,1
1489,"P","1997/1998","A","EEC512",8,,10
1491,"TP","1997/1998","1S","EEC514",2,,1
1492,"T","1997/1998","1S","EEC513",1,,2
1493,"P","1997/1998","1S","EEC513",2,,2
1494,"T","1997/1998","1S","EEC515",1,,2
1495,"P","1997/1998","1S","EEC515",1,,2
1497,"P","1997/1998","1S","EEC517",1,,2
1498,"T","1997/1998","2S","EEC519",1,,3
1499,"TP","1997/1998","2S","EEC519",1,,1
1500,"T","1997/1998","2S","EEC520",1,,3
1501,"TP","1997/1998","2S","EEC520",1,,1
1503,"T","1997/1998","1S","EEC523",1,,3
1504,"TP","1997/1998","1S","EEC523",2,,1
1505,"T","1997/1998","1S","EEC524",1,,2
1506,"P","1997/1998","1S","EEC524",2,,2
1507,"T","1997/1998","1S","EEC525",1,,2
1509,"T","1997/1998","2S","EEC526",1,,3
1510,"TP","1997/1998","2S","EEC526",1,,1
1511,"T","1997/1998","2S","EEC527",1,,3
1512,"TP","1997/1998","2S","EEC527",1,,1
1513,"T","1997/1998","1S","EEC528",1,,2
1515,"T","1997/1998","1S","EEC529",1,,2
1516,"P","1997/1998","1S","EEC529",1,,2
1517,"T","1997/1998","2S","EEC531",1,,3
1518,"TP","1997/1998","2S","EEC531",2,,1
1519,"T","1997/1998","2S","EEC532",1,,3
1521,"T","1997/1998","1S","EEC533",1,,2
1522,"P","1997/1998","1S","EEC533",1,,2
1523,"T","1997/1998","2S","EEC534",1,,3
1524,"TP","1997/1998","2S","EEC534",1,,1
1525,"P","1997/1998","A","EEC535",8,,10
1527,"P","1997/1998","1S","EEC536",2,,2
1528,"T","1997/1998","1S","EEC537",1,,3
1529,"TP","1997/1998","1S","EEC537",2,,1
1530,"T","1997/1998","1S","EEC538",1,,2
1531,"P","1997/1998","1S","EEC538",2,,2
1533,"P","1997/1998","1S","EEC539",1,,2
1534,"T","1997/1998","2S","EEC542",1,,3
1535,"TP","1997/1998","2S","EEC542",1,,1
1536,"T","1997/1998","2S","EEC543",1,,3
1537,"TP","1997/1998","2S","EEC543",1,,1
1539,"TP","1997/1998","1S","EEC403",2,,1
1540,"TP","1997/1998","1S","EEC402",2,,1
1541,"TP","1997/1998","1S","EEC405",2,,1
1542,"TP","1997/1998","1S","EEC404",2,,1
1543,"TP","1998/1999","1S","EEC4123",1,,1
1546,"T","1998/1999","1S","EEC504",1,,2
1547,"P","1998/1999","1S","EEC504",1,,2
1548,"T","1998/1999","1S","EEC505",1,,2
1549,"P","1998/1999","1S","EEC505",1,,2
1550,"T","1998/1999","2S","EEC2206",2,,3
1552,"P","1998/1999","2S","EEC2206",2,,1
1554,"TP","1998/1999","2S","EEC3244",1,,1
1555,"TP","1998/1999","2S","EEC3264",1,,1
1557,"P","1998/1999","2S","EEC4222",3,,1
1558,"P","1998/1999","2S","EEC4263",5,,1
1559,"TP","1998/1999","2S","EEC4263",1,,1
1561,"P","1998/1999","1S","EEC501",2,,2
1563,"TP","1998/1999","1S","EEC502",2,,1
1564,"T","1998/1999","1S","EEC503",1,,2
1565,"P","1998/1999","1S","EEC503",1,,2
1566,"T","1998/1999","1S","EEC506",1,,2
1569,"T","1998/1999","2S","EEC507",1,,3
1570,"TP","1998/1999","2S","EEC508",1,,1
1571,"T","1998/1999","2S","EEC509",1,,3
1573,"TP","1998/1999","2S","EEC507",1,,1
1574,"T","1998/1999","2S","EEC508",1,,3
1576,"TP","1998/1999","2S","EEC510",1,,1
1578,"TP","1998/1999","2S","EEC511",1,,1
1579,"T","1998/1999","1S","EEC513",1,,2
1580,"P","1998/1999","1S","EEC513",2,,2
1581,"T","1998/1999","1S","EEC514",1,,3
1584,"P","1998/1999","1S","EEC515",1,,2
1585,"T","1998/1999","1S","EEC516",1,,2
1586,"P","1998/1999","1S","EEC516",1,,2
1588,"TP","1998/1999","2S","EEC519",1,,1
1589,"T","1998/1999","2S","EEC520",1,,3
1591,"T","1998/1999","2S","EEC521",1,,3
1593,"P","1998/1999","A","EEC512",4,,10
1594,"T","1998/1999","1S","EEC517",1,,2
1595,"P","1998/1999","1S","EEC517",1,,2
1596,"T","1998/1999","1S","EEC523",1,,3
1598,"T","1998/1999","1S","EEC524",1,,2
1600,"T","1998/1999","1S","EEC525",1,,2
1601,"P","1998/1999","1S","EEC525",1,,2
1602,"T","1998/1999","1S","EEC433",3,,2
1604,"T","1998/1999","1S","EEC533",1,,2
1605,"P","1998/1999","1S","EEC533",1,,2
1607,"P","1998/1999","1S","EEC529",1,,2
1609,"P","1998/1999","1S","EEC528",1,,2
1610,"P","1998/1999","A","EEC522",4,,10
1611,"TP","1998/1999","2S","EEC531",1,,1
1612,"T","1998/1999","2S","EEC532",1,,3
1615,"T","1998/1999","2S","EEC526",1,,3
1616,"TP","1998/1999","2S","EEC526",1,,1
1617,"T","1998/1999","2S","EEC542",1,,3
597,"P","1996/1997","1S","EEC431",2,,2
598,"T","1996/1997","1S","EEC100",2,,3
599,"TP","1996/1997","1S","EEC100",8,,2
600,"T","1996/1997","1S","EEC101",2,,3
601,"TP","1996/1997","1S","EEC101",8,,2
603,"P","1996/1997","1S","EEC103",8,,2
604,"TP","1996/1997","1S","EEC103",8,,1
605,"T","1996/1997","1S","EEC104",2,,2
606,"TP","1996/1997","1S","EEC104",8,,2
607,"T","1996/1997","1S","EEC105",2,,2
609,"T","1996/1997","2S","EEC106",2,,3
610,"TP","1996/1997","2S","EEC106",8,,2
611,"T","1996/1997","2S","EEC107",2,,2
612,"TP","1996/1997","2S","EEC107",8,,2
613,"T","1996/1997","2S","EEC108",2,,2
615,"TP","1996/1997","2S","EEC108",1,,1
616,"T","1996/1997","2S","EEC109",2,,2
617,"P","1996/1997","2S","EEC109",13,,2
618,"T","1996/1997","2S","EEC110",2,,2
619,"TP","1996/1997","2S","EEC110",8,,2
621,"P","1996/1997","2S","EEC111",8,,2
622,"TP","1996/1997","2S","EEC111",8,,1
623,"T","1996/1997","1S","EEC200",2,,3
624,"TP","1996/1997","1S","EEC200",8,,2
625,"T","1996/1997","1S","EEC201",2,,3
627,"T","1996/1997","1S","EEC202",2,,2
628,"TP","1996/1997","1S","EEC202",10,,1
629,"T","1996/1997","1S","EEC203",2,,2
630,"TP","1996/1997","1S","EEC203",8,,1
631,"T","1996/1997","1S","EEC205",2,,3
633,"T","1996/1997","2S","EEC207",2,,3
634,"TP","1996/1997","2S","EEC207",8,,1
635,"T","1996/1997","2S","EEC208",2,,2
636,"TP","1996/1997","2S","EEC208",8,,1
637,"T","1996/1997","2S","EEC209",2,,2
639,"T","1996/1997","2S","EEC211",2,,3
640,"TP","1996/1997","2S","EEC211",8,,1
641,"T","1996/1997","2S","EEC212",2,,3
642,"TP","1996/1997","2S","EEC212",10,,1
643,"T","1996/1997","1S","EEC301",2,,2
645,"T","1996/1997","1S","EEC304",2,,3
646,"TP","1996/1997","1S","EEC304",8,,1
647,"T","1996/1997","1S","EEC305",2,,2
648,"TP","1996/1997","1S","EEC305",8,,1
649,"P","1996/1997","1S","EEC306",6,,6
650,"T","1996/1997","2S","EEC307",2,,2
652,"T","1996/1997","2S","EEC308",2,,2
653,"TP","1996/1997","2S","EEC308",4,,1
654,"T","1996/1997","2S","EEC310",2,,3
655,"TP","1996/1997","2S","EEC310",1,,1
656,"T","1996/1997","2S","EEC312",2,,2
658,"P","1996/1997","2S","EEC313",6,,6
659,"T","1996/1997","1S","EEC400",1,,2
660,"P","1996/1997","1S","EEC400",2,,2
661,"T","1996/1997","1S","EEC401",1,,2
662,"P","1996/1997","1S","EEC401",2,,2
664,"TP","1996/1997","1S","EEC402",2,,1
665,"T","1996/1997","1S","EEC403",1,,3
666,"TP","1996/1997","1S","EEC403",2,,1
667,"T","1996/1997","1S","EEC404",1,,3
668,"TP","1996/1997","1S","EEC404",2,,1
670,"TP","1996/1997","1S","EEC405",2,,1
671,"T","1996/1997","2S","EEC406",1,,2
672,"P","1996/1997","2S","EEC406",2,,2
673,"T","1996/1997","2S","EEC407",1,,2
674,"P","1996/1997","2S","EEC407",2,,2
676,"TP","1996/1997","2S","EEC408",2,,1
677,"T","1996/1997","2S","EEC409",1,,3
678,"TP","1996/1997","2S","EEC409",2,,1
679,"T","1996/1997","2S","EEC410",1,,3
680,"TP","1996/1997","2S","EEC410",1,,1
682,"TP","1996/1997","2S","EEC411",1,,1
683,"T","1996/1997","2S","EEC412",1,,3
684,"TP","1996/1997","2S","EEC412",1,,1
685,"T","1996/1997","2S","EEC413",1,,3
686,"TP","1996/1997","2S","EEC413",1,,1
688,"TP","1996/1997","1S","EEC414",2,,1
689,"TP","1996/1997","1S","EEC415",2,,1
690,"T","1996/1997","1S","EEC416",1,,2
691,"P","1996/1997","1S","EEC416",2,,2
692,"T","1996/1997","1S","EEC418",1,,3
694,"T","1996/1997","1S","EEC419",1,,3
695,"TP","1996/1997","1S","EEC419",1,,1
696,"T","1996/1997","1S","EEC420",1,,3
697,"TP","1996/1997","1S","EEC420",1,,1
698,"T","1996/1997","2S","EEC421",1,,2
700,"TP","1996/1997","2S","EEC422",2,,1
701,"P","1996/1997","2S","EEC424",3,,2
702,"T","1996/1997","2S","EEC425",1,,3
703,"TP","1996/1997","2S","EEC425",2,,1
704,"T","1996/1997","2S","EEC426",1,,2
706,"T","1996/1997","2S","EEC427",1,,2
707,"P","1996/1997","2S","EEC427",1,,2
708,"T","1996/1997","1S","EEC428",1,,2
709,"P","1996/1997","1S","EEC428",2,,2
710,"T","1996/1997","1S","EEC430",1,,3
712,"T","1996/1997","1S","EEC432",1,,3
713,"TP","1996/1997","1S","EEC432",2,,1
714,"T","1996/1997","1S","EEC433",2,,2
715,"P","1996/1997","1S","EEC433",2,,2
716,"T","1996/1997","2S","EEC436",1,,3
718,"T","1996/1997","2S","EEC437",1,,3
719,"TP","1996/1997","2S","EEC437",2,,1
720,"T","1996/1997","2S","EEC438",1,,3
721,"TP","1996/1997","2S","EEC438",2,,1
722,"T","1996/1997","2S","EEC439",1,,3
723,"TP","1996/1997","2S","EEC439",2,,1
725,"T","1996/1997","1S","EEC445",1,,2
726,"P","1996/1997","1S","EEC445",2,,2
727,"T","1996/1997","1S","EEC446",1,,3
728,"TP","1996/1997","1S","EEC446",2,,1
729,"T","1996/1997","2S","EEC448",1,,3
731,"T","1996/1997","2S","EEC450",1,,3
732,"TP","1996/1997","2S","EEC450",2,,1
733,"T","1996/1997","2S","EEC451",1,,3
734,"TP","1996/1997","2S","EEC451",2,,1
735,"TP","1996/1997","2S","EEC452",2,,1
737,"P","1996/1997","2S","EEC453",2,,2
738,"T","1996/1997","1S","EEC454",1,,3
739,"TP","1996/1997","1S","EEC454",1,,1
740,"T","1996/1997","1S","EEC470",1,,3
741,"TP","1996/1997","1S","EEC470",1,,1
743,"TP","1996/1997","1S","EEC502",2,,1
744,"T","1996/1997","1S","EEC503",1,,2
745,"P","1996/1997","1S","EEC503",1,,2
746,"T","1996/1997","1S","EEC504",1,,2
747,"P","1996/1997","1S","EEC504",1,,2
749,"P","1996/1997","1S","EEC505",1,,2
750,"T","1996/1997","1S","EEC506",1,,2
751,"P","1996/1997","1S","EEC506",1,,2
752,"TP","1996/1997","2S","EEC511",1,,1
753,"T","1996/1997","2S","EEC511",1,,3
755,"T","1996/1997","2S","EEC508",1,,3
756,"T","1996/1997","2S","EEC510",1,,3
757,"TP","1996/1997","2S","EEC510",1,,1
758,"TP","1996/1997","2S","EEC509",1,,1
759,"TP","1996/1997","2S","EEC508",1,,1
761,"TP","1996/1997","1S","EEC514",2,,1
762,"T","1996/1997","1S","EEC515",1,,2
763,"P","1996/1997","1S","EEC515",1,,2
764,"T","1996/1997","1S","EEC517",1,,2
765,"P","1996/1997","1S","EEC517",1,,2
767,"TP","1996/1997","2S","EEC519",1,,1
768,"T","1996/1997","2S","EEC520",1,,3
769,"TP","1996/1997","2S","EEC520",1,,1
770,"T","1996/1997","1S","EEC523",1,,3
771,"TP","1996/1997","1S","EEC523",2,,1
773,"P","1996/1997","1S","EEC524",2,,2
774,"T","1996/1997","2S","EEC526",1,,3
775,"TP","1996/1997","2S","EEC526",1,,1
776,"T","1996/1997","2S","EEC527",1,,3
777,"TP","1996/1997","2S","EEC527",1,,1
779,"P","1996/1997","1S","EEC529",1,,2
780,"T","1996/1997","2S","EEC531",1,,3
781,"TP","1996/1997","2S","EEC531",1,,1
782,"T","1996/1997","2S","EEC532",1,,3
783,"P","1996/1997","2S","EEC532",1,,
785,"P","1996/1997","1S","EEC533",1,,2
786,"T","1996/1997","1S","EEC536",1,,2
787,"P","1996/1997","1S","EEC536",2,,2
788,"T","1996/1997","1S","EEC537",1,,3
789,"TP","1996/1997","1S","EEC537",2,,1
791,"P","1996/1997","1S","EEC538",2,,2
792,"T","1996/1997","1S","EEC539",1,,2
793,"P","1996/1997","1S","EEC539",1,,2
794,"T","1996/1997","2S","EEC542",1,,3
795,"TP","1996/1997","2S","EEC542",1,,1
797,"T","1996/1997","1S","EEC513",1,,2
798,"P","1996/1997","A","EEC512",4,,10
799,"P","1996/1997","A","EEC535",6,,10
800,"T","1997/1998","1S","MGI1105",1,,1.5
801,"T","1997/1998","1S","MGI1101",1,,3
802,"T","1997/1998","1S","MGI1102",1,,3
804,"T","1997/1998","1S","MGI1104",1,,3
805,"T","1997/1998","2S","MGI1202",1,,3
806,"T","1997/1998","2S","MGI1201",1,,3
807,"T","1997/1998","2S","MGI1106",1,,1.5
808,"T","1997/1998","2S","MGI1203",1,,3
810,"T","1997/1998","2S","MGI1205",1,,1.5
811,"T","1997/1998","1S","MGI1206",1,,1.5
812,"T","1997/1998","2S","EIC4201",1,,3
813,"T","1997/1998","2S","EEC110",1,,2
814,"L","1997/1998","2S","EEC110",2,,
816,"TP","1997/1998","2S","EEC110",2,,2
817,"T","1997/1998","1S","EEC3102",2,,3
818,"T","1997/1998","1S","EEC3103",2,,3
819,"T","1997/1998","1S","EEC3122",1,,3
820,"T","1997/1998","1S","EEC3142",1,,3
822,"T","1997/1998","2S","EEC3170",2,,3
823,"T","1997/1998","2S","EEC3171",2,,3
824,"T","1997/1998","2S","EEC3172",2,,3
825,"T","1997/1998","1S","EEC2101",2,,3
826,"T","1997/1998","1S","EEC2102",2,,3
828,"T","1997/1998","2S","EEC2201",2,,3
829,"T","1997/1998","2S","EEC2202",2,,3
830,"T","1997/1998","2S","EEC2203",2,,3
831,"T","1997/1998","2S","EEC2204",2,,3
832,"T","1997/1998","2S","EEC2205",2,,3
833,"T","1997/1998","2S","EEC2308",2,,2
835,"T","1997/1998","1S","EEC1102",2,,3
836,"T","1997/1998","1S","EEC1104",2,,3
837,"T","1997/1998","12","EEC1105",2,,2
838,"T","1997/1998","2S","EEC1201",2,,3
839,"T","1997/1998","2S","EEC1202",2,,3
841,"T","1997/1998","12","EEC1204",2,,3
842,"T","1997/1998","2S","EEC1205",2,,3
843,"TP","1998/1999","1S","EMI428",1,,5
844,"TP","1997/1998","1S","EEC3103",2,,1
845,"TP","1998/1999","1S","EMI507",1,,2
847,"TP","1998/1999","1S","EMI513",1,,2
848,"TP","1998/1999","2S","EMI514",1,,2
849,"TP","1997/1998","2S","EEC3170",2,,1
850,"TP","1998/1999","1S","EMI520",1,,2
851,"TP","1998/1999","1S","EMI521",1,,2
853,"TP","1997/1998","1S","EEC2102",2,,1
854,"TP","1998/1999","2S","EMI525",1,,2
855,"TP","1998/1999","2S","EMI526",1,,2
856,"TP","1998/1999","2S","EMI527",1,,2
857,"TP","1997/1998","2S","EEC2201",2,,
858,"TP","1997/1998","2S","EEC2202",2,,1
860,"TP","1997/1998","1S","EEC1102",2,,1
861,"P","1998/1999","1S","EMI104",1,,0
862,"P","1998/1999","1S","EMI105",1,,3
863,"TP","1997/1998","2S","EEC1201",2,,1
864,"TP","1997/1998","2S","EEC1203",2,,1
866,"TP","1997/1998","2S","EEC1205",2,,1
867,"P","1998/1999","1S","EMI112",1,,0
868,"P","1997/1998","1S","EEC3102",10,,2
869,"P","1997/1998","1S","EEC3103",10,,1
870,"P","1998/1999","2S","EMI120",1,,3
872,"P","1998/1999","1S","EMI200",1,,0
873,"P","1997/1998","1S","EEC3142",3,,2
874,"P","1997/1998","2S","EEC3161",3,,2
875,"P","1998/1999","2S","EMI201",1,,0
876,"P","1997/1998","2S","EEC3170",10,,1
877,"P","1997/1998","2S","EEC3171",10,,1
879,"P","1997/1998","1S","EEC2101",10,,1
880,"P","1997/1998","1S","EEC2102",10,,1
881,"P","1998/1999","1S","EMI203",1,,0
882,"P","1997/1998","1S","EEC2105",10,,1
883,"P","1997/1998","2S","EEC2201",10,,2
885,"P","1997/1998","2S","EEC2203",10,,2
886,"P","1997/1998","2S","EEC2204",10,,2
887,"P","1997/1998","2S","EEC2205",10,,1
888,"P","1997/1998","2S","EEC2308",10,,1
889,"P","1997/1998","1S","EEC1101",10,,1
891,"P","1998/1999","2S","EMI206",1,,0
892,"P","1997/1998","1S","EEC1104",10,,2
893,"P","1997/1998","12","EEC1105",8,,2
894,"P","1997/1998","2S","EEC1201",10,,1
895,"P","1998/1999","2S","EMI209",1,,0
897,"P","1997/1998","2S","EEC1202",10,,1
898,"P","1997/1998","2S","EEC1203",10,,1
899,"P","1997/1998","12","EEC1204",10,,2
900,"P","1997/1998","2S","EEC1205",10,,1
901,"T","1997/1998","2S","EEC3221",1,,3
903,"T","1997/1998","2S","EEC3223",1,,3
904,"T","1997/1998","2S","EEC3224",1,,3
905,"T","1997/1998","2S","EEC3225",1,,3
906,"T","1997/1998","2S","EEC3241",1,,3
907,"T","1998/1999","2S","EC328",0,,2
909,"T","1997/1998","2S","EEC3244",3,,3
1619,"T","1998/1999","2S","EEC543",1,,3
1620,"TP","1998/1999","2S","EEC543",1,,1
1622,"P","1998/1999","A","EEC535",4,,10
1624,"P","1998/1999","1S","EEC536",2,,2
1625,"T","1998/1999","1S","EEC537",1,,3
1626,"P","1998/1999","1S","EEC537",2,,
1627,"T","1998/1999","1S","EEC431",3,,2
1629,"TP","1998/1999","2S","EEC4221",1,,1
1631,"P","1998/1999","2S","EEC4277",1,,1
1632,"T","1998/1999","12","EC100",0,,
1634,"T","1998/1999","1S","EC102",0,,4
1635,"T","1998/1999","1S","EC103",0,,2
1636,"T","1998/1999","1S","EC104",0,,2
1639,"T","1998/1999","2S","EC107",0,,
1640,"T","1998/1999","2S","EC108",0,,3
1641,"T","1998/1999","2S","EC109",0,,2
1643,"T","1998/1999","1S","EC1101",2,,4
1645,"T","1998/1999","1S","EC1103",2,,4
1646,"T","1998/1999","1S","EC1104",2,,2
1648,"T","1998/1999","1S","EC1106",2,,2
1649,"T","1998/1999","12","EC111",0,,
1650,"T","1998/1999","12","EC112",0,,
1653,"T","1998/1999","12","EC115",0,,
1654,"T","1998/1999","12","EC116",0,,
1655,"T","1998/1999","12","EC117",0,,
1657,"T","1998/1999","12","EC119",0,,
1658,"T","1998/1999","12","EC120",0,,
1660,"T","1998/1999","2S","EC1208",2,,2
1662,"T","1998/1999","12","EC121",0,,
1663,"T","1998/1999","2S","EC1210",2,,2
1664,"T","1998/1999","2S","EC1211",2,,3
1665,"T","1998/1999","2S","EC1212",2,,2
1668,"T","1998/1999","12","EC124",0,,
1669,"T","1998/1999","12","EC125",0,,
1670,"T","1998/1999","12","EC126",0,,
1671,"T","1998/1999","12","EC127",0,,
1673,"T","1998/1999","12","EC129",0,,
1674,"T","1998/1999","12","EC130",0,,
1675,"T","1998/1999","12","EC131",0,,
