"ID","TIPO","ANO_LETIVO","PERIODO","CODIGO","TURNOS","N_AULAS","HORAS_TURNO"
17261,"T","2001/2002","1S","EQ401",1,,2
17262,"TP","2001/2002","1S","EQ401",4,,2
17263,"T","2001/2002","1S","EQ402",1,,2
17264,"TP","2001/2002","1S","EQ402",4,,2
17265,"P","2001/2002","1S","EQ403",1,,6
17266,"T","2001/2002","2S","EQ405",1,,2
17267,"TP","2001/2002","2S","EQ405",4,,2
17268,"T","2001/2002","2S","EQ406",1,,2
17269,"TP","2001/2002","2S","EQ406",1,,2
17272,"P","2001/2002","2S","EQ408",5,,6
17273,"T","2001/2002","2S","EQ409",1,,2
17274,"TP","2001/2002","2S","EQ409",4,,2
17275,"TP","2001/2002","1S","EQ410",1,,2
17277,"TP","2001/2002","1S","EQ412",1,,2
17279,"T","2001/2002","2S","EQ417",1,,2
17280,"TP","2001/2002","2S","EQ417",1,,2
17281,"T","2001/2002","2S","EQ418",1,,2
17282,"TP","2001/2002","2S","EQ418",1,,2
17283,"T","2001/2002","2S","EQ419",1,,2
17284,"TP","2001/2002","2S","EQ419",1,,2
17285,"T","2001/2002","2S","EQ420",1,,2
17286,"TP","2001/2002","2S","EQ420",1,,2
17294,"TP","2001/2002","A","EQ500",1,,3
17295,"T","2001/2002","A","EQ501",1,,1
17296,"T","2001/2002","1S","EQ503",1,,2
17297,"TP","2001/2002","1S","EQ504",1,,2
17298,"TP","2001/2002","1S","EQ505",1,,2
17299,"TP","2001/2002","1S","EQ506",1,,2
17300,"TP","2001/2002","1S","EQ507",1,,2
18454,"TP","2001/2002","2S","EQ511",1,,2
17302,"T","2001/2002","2S","EQ511",1,,2
17303,"T","2001/2002","2S","EQ512",1,,2
17304,"TP","2001/2002","2S","EQ512",1,,2
17305,"T","2001/2002","2S","EQ513",1,,2
17306,"TP","2001/2002","2S","EQ513",1,,2
17307,"T","2001/2002","2S","EQ514",1,,2
17308,"TP","2001/2002","2S","EQ514",1,,2
17309,"T","2001/2002","2S","EQ515",1,,2
17310,"TP","2001/2002","2S","EQ515",1,,2
18455,"T","2001/2002","2S","EQ516",1,,2
18456,"TP","2001/2002","2S","EQ516",1,,2
18457,"T","2001/2002","1S","MVC1110",1,,2
32348,"T","2004/2005","1S","EM508",1,1,2
17315,"TP","2001/2002","1S","EMG1102",2,,2
17316,"T","2001/2002","1S","EMG1102",3,,
17317,"P","2001/2002","1S","EMG1105",2,,3
17318,"TP","2001/2002","1S","EMG2103",1,,2
17319,"TP","2001/2002","1S","EMG3101",1,,2
17320,"TP","2001/2002","2S","EMG1201",2,,1
17321,"T","2001/2002","2S","EMG1201",1,,3
17322,"TP","2001/2002","2S","EMG1204",2,,2
17323,"TP","2001/2002","2S","EMG2201",1,,2
17324,"TP","2001/2002","2S","EMG2202",2,,2
17325,"TP","2001/2002","2S","EMG2203",2,,2
17326,"TP","2001/2002","2S","EMG3201",1,,3
18029,"TP","2001/2002","1S","EMG3202",1,,2
17328,"TP","2001/2002","2S","EMG3204",1,,2
17329,"TP","2001/2002","2S","EMG3205",1,,2
17331,"TP","2001/2002","2S","EMG4202",1,,5
17332,"TP","2001/2002","2S","EMG4203",1,,2
17333,"TP","2001/2002","2S","EMG4204",1,,5
17334,"TP","2001/2002","2S","EMG4205",1,,5
17335,"P","2001/2002","2S","GEI204",2,,2
17336,"P","2001/2002","1S","GEI206",1,,2
17337,"T","2001/2002","1S","GEI206",1,,2
17338,"P","2001/2002","2S","GEI208",1,,2
17339,"P","2001/2002","1S","GEI211",1,,2
17340,"T","2001/2002","1S","GEI211",1,,2
17341,"T","2001/2002","2S","GEI214",1,,2
17342,"P","2001/2002","2S","GEI214",1,,2
17343,"TP","2001/2002","2S","GEI406",1,,4
17344,"TP","2001/2002","2S","GEI407",1,,4
17345,"T","2001/2002","1S","GEI401",1,,2
17346,"TP","2001/2002","1S","GEI401",1,,1
17347,"P","2001/2002","1S","GEI401",1,,3
18305,"T","2001/2002","1S","EEC5272",1,,3
18306,"P","2001/2002","1S","EEC5272",1,,1
18470,"P","2001/2002","1S","EM309",6,,2
18471,"T","2001/2002","2S","EMG5201",1,,3
18472,"TP","2001/2002","2S","EMG5201",1,,2
18429,"TP","2001/2002","1S","GEI105",1,,3
18473,"T","2001/2002","2S","EMG5204",1,,3
18415,"P","2001/2002","1S","CI001",2,,2
17371,"P","2000/2001","2S","EMG1205",1,,3
18002,"P","2001/2002","1S","EMG1102",2,,
18433,"TP","2001/2002","1S","EMG2104",1,,2
18434,"TP","2001/2002","1S","EQ103",1,,
18435,"TP","2001/2002","1S","EQ414",1,,2
18021,"TP","2001/2002","1S","EMG2205",1,,2
18436,"TP","2001/2002","A","EQ501",1,,2
18437,"TP","2001/2002","1S","EQ503",1,,2
18438,"TP","2001/2002","1S","EQ508",1,,2
18048,"T","2001/2002","1S","EMM116",1,,2
18439,"T","2001/2002","1S","EQ411",1,,2
18309,"T","2001/2002","1S","EQ410",1,,2
18310,"T","2001/2002","1S","EQ412",1,,2
18311,"T","2001/2002","1S","EQ413",1,,2
18312,"T","2001/2002","1S","EQ414",1,,2
18316,"T","2001/2002","1S","EQ416",1,,2
32349,"P","2004/2005","1S","EM508",1,1,2
18321,"T","2001/2002","1S","EQ504",1,,2
18322,"T","2001/2002","1S","EQ505",1,,2
18323,"T","2001/2002","1S","EQ506",1,,2
18327,"T","2001/2002","1S","EQ507",1,,2
18328,"T","2001/2002","1S","EQ508",1,,2
32350,"T","2004/2005","1S","EM509",1,1,2
18330,"T","2001/2002","1S","EQ510",1,,2
32351,"P","2004/2005","1S","EM509",1,1,2
18440,"TP","2001/2002","1S","EQ411",1,,2
18201,"T","2001/2002","1S","MEEC1072",1,,3
18202,"T","2001/2002","1S","MEEC1073",2,,3
18203,"T","2001/2002","1S","MEEC1074",2,,3
18204,"T","2001/2002","1S","MEEC1075",2,,3
18205,"T","2001/2002","1S","MEEC1076",2,,3
18206,"T","2001/2002","1S","MEEC1078",2,,3
18207,"T","2001/2002","1S","MEEC1079",2,,3
18208,"T","2001/2002","1S","MEEC1080",2,,3
18209,"T","2001/2002","1S","MEEC1084",2,,3
18210,"T","2001/2002","1S","MEEC1085",2,,3
18211,"T","2001/2002","1S","MEEC1086",2,,3
18441,"T","2001/2002","1T","MEA100",1,,2.5
18442,"T","2001/2002","1T","MEA101",1,,2.5
18394,"TP","2001/2002","1S","EQ416",1,,2
32352,"T","2004/2005","1S","EM514",1,1,2
18444,"T","2001/2002","1T","MEA104",1,,1.7
18445,"T","2001/2002","1T","MEA105",1,,1.3
18446,"T","2001/2002","1T","MEA106",1,,2.5
18447,"T","2001/2002","1T","MEA107",1,,
18448,"TP","2001/2002","1S","EM506",1,,2
32353,"TP","2004/2005","1S","EM514",1,1,2
16130,"TP","2001/2002","1S","EC5118",1,,2
17027,"P","2001/2002","1S","EIC5100",2,,2
18332,"T","2001/2002","1S","EM1550",1,,2
18333,"TP","2001/2002","1S","EM1550",1,,2
18334,"TP","2001/2002","1S","EMG5102",1,,4
18335,"T","2001/2002","1S","EMG5106",1,,3
18336,"TP","2001/2002","1S","EMG5106",1,,2
18337,"TP","2001/2002","1S","EMG5103",1,,4
18340,"TP","2001/2002","1S","EMG5101",1,,2
18341,"TP","2001/2002","1S","EMG5105",1,,4
18342,"T","2001/2002","1S","MEEC1088",2,,
18343,"P","2001/2002","1S","EEC4145",3,,1
18344,"T","2001/2002","1S","EEC4145",1,,3
18345,"TP","2001/2002","1S","EEC4145",1,,1
18346,"P","2001/2002","1S","EEC4147",3,,2
18347,"T","2001/2002","1S","EEC4147",2,,3
18348,"T","2001/2002","1S","EEC5147",2,,3
18349,"P","2001/2002","1S","EEC5147",1,,1
18350,"T","2001/2002","1S","EEC5146",1,,3
18351,"P","2001/2002","1S","EEC5146",3,,1
32354,"T","2004/2005","1S","EM516",1,1,2
32355,"P","2004/2005","1S","EM516",1,1,2
18354,"T","2001/2002","1S","EEC5150",1,,1
18355,"P","2001/2002","1S","EEC5150",1,,1
18356,"T","2001/2002","1S","EEC5148",1,,3
18357,"P","2001/2002","1S","EEC5148",1,,1
18358,"T","2001/2002","1S","EMG5101",1,,3
18359,"T","2001/2002","1S","EC5162",1,,2
17543,"T","2001/2002","2S","EEC1204",1,,3
17544,"P","2001/2002","2S","EEC1204",7,,2
17549,"T","2001/2002","2S","EEC1105",1,,2
17550,"P","2001/2002","2S","EEC1105",6,,2
17551,"T","2001/2002","1S","EEC4148",1,,3
17552,"P","2001/2002","1S","EEC4148",3,,2
17553,"T","2001/2002","1S","MFAMF1100",1,,2
17554,"T","2001/2002","1S","MFAMF1101",1,,2
17555,"T","2001/2002","1S","MFAMF1102",1,,4
17556,"T","2001/2002","1S","MFAMF1103",1,,1
17557,"T","2001/2002","1S","MFAMF1104",1,,1
17558,"T","2001/2002","1S","MFAMF1106",1,,1
17559,"T","2001/2002","1S","MFAMF1107",1,,1
17560,"T","2001/2002","1S","MFAMF1108",1,,1
18360,"T","2001/2002","1T","MRSC1201",1,,3
18361,"T","2001/2002","1T","MRSC1202",1,,3
18362,"T","2001/2002","2T","MRSC1203",1,,3
18363,"T","2001/2002","2T","MRSC1200",1,,3
18368,"T","2001/2002","1T","MEM1100",1,,2
18364,"T","2001/2002","1T","MEM1101",1,,2
18365,"T","2001/2002","2T","MEM1101",1,,2
18366,"T","2001/2002","1T","MEM1102",1,,2
18367,"T","2001/2002","1T","MEM1103",1,,2
18372,"T","2001/2002","2T","MEM1104",1,,2
18371,"T","2001/2002","2T","MEM1105",1,,
18373,"T","2001/2002","2T","MEM1106",1,,2
18369,"T","2001/2002","1T","MEM1109",1,,2
32356,"T","2004/2005","1S","EM518",1,1,2
18374,"T","2001/2002","2T","MEM1111",1,,2
18375,"T","2001/2002","2T","MEM1112",1,,2
18377,"T","2001/2002","2T","MEM1113",1,,2
18370,"T","2001/2002","1T","MEM1114",1,,2
18378,"T","2001/2002","1T","MAIC1100",1,,3
18379,"T","2001/2002","1T","MAIC1101",1,,3
18380,"T","2001/2002","1T","MAIC1102",1,,3
18381,"T","2001/2002","1T","MAIC1103",1,,3
18382,"T","2001/2002","2T","MAIC1104",1,,3
18383,"T","2001/2002","2T","MAIC1105",1,,3
18384,"T","2001/2002","2T","MAIC1106",1,,3
18385,"T","2001/2002","2T","MAIC1107",1,,3
18386,"T","2001/2002","3T","MAIC1201",1,,3
18387,"T","2001/2002","3T","MAIC1202",1,,3
18388,"T","2001/2002","3T","MAIC1203",1,,3
18389,"T","2001/2002","3T","MAIC1204",1,,3
18390,"T","2001/2002","4T","MAIC1205",1,,3
18391,"T","2001/2002","4T","MAIC1206",1,,3
18392,"T","2001/2002","4T","MAIC1207",1,,3
18393,"T","2001/2002","4T","MAIC1208",1,,3
18395,"TP","2001/2002","1S","EQ510",1,,2
18397,"TP","2001/2002","1S","EQ413",1,,2
18449,"T","2001/2002","1S","MTM101",1,,3
18398,"T","2001/2002","2S","EQ423",1,,2
18399,"T","2001/2002","2S","EQ518",1,,2
18400,"TP","2001/2002","2S","EQ423",1,,2
18401,"TP","2001/2002","2S","EQ518",1,,2
18463,"T","2001/2002","2S","MVC1210",1,,2
18403,"T","2001/2002","1S","GEI1413",1,,2
18404,"P","2001/2002","1S","GEI1413",1,,4
18405,"T","2001/2002","2S","GEI2414",1,,4
18406,"P","2001/2002","2S","GEI2414",1,,2
18407,"T","2001/2002","1S","MGI1101",1,,3
18408,"T","2001/2002","1S","MGI1102",1,,3
18409,"T","2001/2002","1S","MGI1105",1,,1.5
18410,"T","2001/2002","1S","MGI1106",1,,1.5
18411,"T","2001/2002","1S","MGI1107",1,,1.5
18412,"T","2001/2002","1S","MGI1108",1,,1.5
18413,"T","2001/2002","1S","MGI1206",1,,1.5
10399,"T","2000/2001","2S","EMG3201",1,,2
10401,"T","2000/2001","2S","EMG3205",1,,3
10400,"T","2000/2001","2S","EMG3204",1,,3
10398,"T","2000/2001","2S","EMG3103",1,,3
10404,"T","2000/2001","2S","EMG4203",1,,3
10403,"T","2000/2001","2S","EMG4202",1,,
10402,"T","2000/2001","2S","EMG4201",1,,3
10406,"T","2000/2001","2S","EMG4205",1,,
10405,"T","2000/2001","2S","EMG4204",1,,
10407,"T","2000/2001","2S","EMI514",1,,3
10408,"T","2000/2001","2S","EMI515",1,,
10411,"T","2000/2001","2S","EMI527",1,,3
10409,"T","2000/2001","2S","EMI525",1,,3
10410,"T","2000/2001","2S","EMI526",1,,3
10513,"T","2000/2001","2S","EQ418",1,,2
10515,"T","2000/2001","2S","GEI313",1,,2
10514,"T","2000/2001","2S","GEI407",1,,
10516,"T","2000/2001","2S","GEI316",1,,2
10517,"TP","2000/2001","2S","EMG1202",1,,2
10518,"TP","2000/2001","2S","EMG1203",1,,2
32357,"TP","2004/2005","1S","EM518",1,1,2
10524,"T","2000/2001","3T","MEM1205",1,,2
10525,"T","2000/2001","3T","MEM1207",1,,2
10526,"T","2000/2001","3T","MEM1203",1,,2
19697,"T","2002/2003","2S","EEC2201",2,2,3
19698,"P","2002/2003","2S","EEC2201",14,1,2
19699,"T","2002/2003","2S","EEC2202",2,2,3
19700,"TP","2002/2003","2S","EEC2202",2,1,1
19701,"P","2002/2003","2S","EEC2202",12,1,1
19702,"T","2002/2003","2S","EEC2203",2,2,3
19703,"P","2002/2003","2S","EEC2203",14,1,2
19704,"T","2002/2003","2S","EEC2205",2,2,3
19705,"P","2002/2003","2S","EEC2205",12,1,1
19706,"T","2002/2003","2S","EEC2206",2,2,3
19707,"P","2002/2003","2S","EEC2206",12,1,1
19708,"TP","2002/2003","2S","EEC2206",2,1,1
19709,"T","2002/2003","1S","EEC3101",2,2,3
19710,"P","2002/2003","1S","EEC3101",11,1,1
19711,"T","2002/2003","1S","EEC3102",2,2,3
19712,"P","2002/2003","1S","EEC3102",11,1,2
19716,"T","2002/2003","1S","EEC3121",1,2,3
19717,"P","2002/2003","1S","EEC3121",3,1,2
19718,"T","2002/2003","1S","EEC3122",1,1,3
19719,"P","2002/2003","1S","EEC3122",3,2,2
19720,"T","2002/2003","1S","EEC3141",1,2,3
19721,"P","2002/2003","1S","EEC3141",2,1,2
19722,"T","2002/2003","1S","EEC3142",1,2,3
19723,"P","2002/2003","1S","EEC3142",3,2,2
19724,"T","2002/2003","2S","EEC3161",1,2,3
19725,"P","2002/2003","2S","EEC3161",6,1,2
19726,"T","2002/2003","1S","EEC3162",1,2,3
19727,"P","2002/2003","1S","EEC3162",6,1,2
19728,"T","2002/2003","2S","EEC3221",1,2,3
19729,"P","2002/2003","2S","EEC3221",3,1,2
19730,"T","2002/2003","2S","EEC3222",1,2,3
19731,"P","2002/2003","2S","EEC3222",3,1,2
19732,"T","2002/2003","2S","EEC3223",1,2,3
19733,"P","2002/2003","2S","EEC3223",3,1,1
19734,"T","2002/2003","2S","EEC3224",1,2,3
19735,"P","2002/2003","2S","EEC3224",3,1,1
19736,"TP","2002/2003","2S","EEC3224",3,1,1
19737,"T","2002/2003","2S","EEC3225",1,1,3
19738,"P","2002/2003","2S","EEC3225",3,1,2
19739,"T","2002/2003","2S","EEC3241",1,2,3
19740,"P","2002/2003","2S","EEC3241",2,1,2
19741,"T","2002/2003","2S","EEC3242",1,2,3
19742,"P","2002/2003","2S","EEC3242",2,1,2
19743,"T","2002/2003","2S","EEC3243",1,1,3
18490,"P","2001/2002","2S","EEC4248",3,,2
18491,"T","2001/2002","2S","EEC4249",1,,3
18492,"P","2001/2002","2S","EEC4249",3,,2
18493,"T","2001/2002","2S","EEC4250",1,,3
18494,"P","2001/2002","2S","EEC4250",1,,1
18495,"T","2001/2002","2S","EEC4251",1,,3
18496,"P","2001/2002","2S","EEC4251",1,,1
18497,"T","2001/2002","2S","EEC5249",1,,3
18498,"P","2001/2002","2S","EEC5249",1,,1
18499,"T","2001/2002","2S","EEC5250",1,,3
18500,"P","2001/2002","2S","EEC5250",1,,1
18501,"T","2001/2002","2S","EEC4264",1,,3
18502,"P","2001/2002","2S","EEC4264",1,,2
18503,"T","2001/2002","2S","EEC5278",1,,3
18504,"P","2001/2002","2S","EEC5278",1,,1
18505,"T","2001/2002","2S","EEC5279",1,,3
18506,"P","2001/2002","2S","EEC5279",1,,1
18507,"TP","2001/2002","1S","EM223",2,,2
18512,"TP","2001/2002","1S","EM609",1,,2
18511,"TP","2001/2002","1S","EM125",3,,3
18513,"P","2001/2002","2S","EIC4201",1,,
18514,"TP","2001/2002","1S","EM443",2,,1
18522,"P","2000/2001","1S","EM303",5,,2
18523,"T","2001/2002","1S","MEMT105",1,,
18517,"T","2001/2002","1S","EMM328",1,,2
18518,"P","2001/2002","1S","EMM328",2,,2
18519,"T","2000/2001","1S","EMM328",1,,2
18520,"P","2000/2001","1S","EMM328",2,,2
18521,"T","2000/2001","1S","EM303",1,,2
18524,"T","2001/2002","2S","MEEC2093",1,,3
32056,"T","2003/2004","4T","MAIC1206",1,,3
18526,"T","2001/2002","1S","EM1551",1,,2
18527,"TP","2001/2002","1S","EM1551",1,,2
18528,"T","2001/2002","1S","EM538",1,,2
18529,"TP","2001/2002","1S","EM538",1,,2
18530,"T","2000/2001","1S","GEI401",1,,2
18531,"TP","2000/2001","1S","GEI401",1,,1
18532,"P","2000/2001","1S","GEI401",1,,3
18533,"T","2001/2002","1S","EM1549",1,,2
18534,"TP","2001/2002","1S","EM1549",1,,2
18535,"T","2001/2002","2S","MGI1209",1,,1.5
18536,"T","2001/2002","2S","MGI1210",1,,1.5
18537,"T","2001/2002","2S","MGI1211",1,,1.5
18538,"T","2001/2002","2S","MGI1204",1,,1.5
18539,"T","2001/2002","2S","MGI1201",1,,3
18540,"T","2001/2002","2S","MGI1207",1,,1.5
18541,"T","2001/2002","2S","MGI1208",1,,1.5
18542,"T","2001/2002","2S","MGI1203",1,,3
18543,"T","2001/2002","2S","MGI1103",1,,1.5
18544,"T","2001/2002","2S","MFAMF1200",1,,2
18545,"T","2001/2002","2S","MFAMF1203",1,,1
18546,"T","2001/2002","2S","MFAMF1204",1,,1
18547,"T","2001/2002","2S","MFAMF1207",1,,1
18548,"T","2001/2002","2S","MFAMF1202",1,,3
18549,"T","2001/2002","2S","MFAMF1201",1,,3
18550,"T","2001/2002","2S","MFAMF1105",1,,1
18551,"T","2001/2002","2S","MFAMF1206",1,,1
18605,"TP","2001/2002","2S","EM506",2,,2
18554,"P","2001/2002","2S","EM2552",1,,2
18555,"T","2001/2002","2S","EM2552",1,,2
18556,"P","2001/2002","2S","EM446",13,,3
18557,"T","2001/2002","2S","EM506",2,,2
18558,"P","2001/2002","2S","EM572",1,,2
18559,"T","2001/2002","2S","EM572",1,,2
18560,"T","2001/2002","2S","GEI108",1,,
18561,"T","2001/2002","2S","GEI111",1,,
18562,"T","2001/2002","2S","GEI210",1,,
18563,"T","2001/2002","2S","GEI405",1,,
18564,"TP","2001/2002","2S","GEI411",1,,2
18565,"T","2001/2002","A","EQ500",1,,1
18608,"T","2001/2002","2S","MTM112",1,,3
18578,"T","2001/2002","3T","MRSC1100",1,,3
18567,"T","2001/2002","2S","MEEC1001",,,3
18568,"T","2001/2002","2S","MEEC2094",,,3
32214,"T","2003/2004","2S","MDI1209",1,,1
18570,"T","2001/2002","2S","MEEC2089",,,3
18571,"T","2001/2002","2S","MEEC2087",,,3
18572,"T","2001/2002","2S","MEEC2088",,,3
18573,"T","2001/2002","2S","MEEC2101",,,
18574,"T","2001/2002","2S","MEEC2091",,,3
18575,"T","2001/2002","2S","MEEC2102",,,
32346,"T","2004/2005","1S","EM506",1,,2
18577,"T","2001/2002","3T","MRSC1102",1,,3
18579,"T","2001/2002","4T","MRSC1101",1,,3
18580,"T","2001/2002","4T","MRSC1103",1,,3
18581,"P","2001/2002","2S","EEC3246",3,,2
18582,"T","2001/2002","2S","EEC3246",1,,3
18583,"P","2001/2002","2S","EEC4143",1,,2
18584,"T","2001/2002","2S","EEC4143",1,,3
18606,"T","2001/2002","2S","MTM109",1,,3
32347,"TP","2004/2005","1S","EM506",1,2,2
18609,"T","2001/2002","2S","MTM118",1,,3
18610,"T","2001/2002","2S","MTM107",1,,3
16223,"T","2001/2002","2S","EC5246",1,,2
18591,"P","2001/2002","2S","EMG1205",1,,3
16224,"TP","2001/2002","2S","EC5246",1,,2
18593,"TP","2001/2002","2S","EMG2204",2,,2
18611,"TP","2001/2002","2S","EM224",2,,2
18595,"P","2001/2002","2S","EMG5202",1,,6
18596,"T","2001/2002","2S","EMG5205",1,,5
16556,"P","2001/2002","A","EM631",6,,1
18597,"T","2001/2002","2S","EC5229",1,,2
18598,"TP","2001/2002","2S","EC5229",1,,2
18612,"TP","2001/2002","A","EM631",1,,2
18613,"P","2001/2002","2S","EM337",10,,2.5
18614,"T","2001/2002","2S","EM623",1,,1
18615,"T","2002/2003","1S","MFAMF1100",1,1,2
18603,"T","2001/2002","2S","EC5138",1,,2
18604,"TP","2001/2002","2S","EC5138",1,,2
18616,"T","2002/2003","1S","MFAMF1101",1,1,2
18617,"T","2002/2003","1S","MFAMF1102",1,1,4
18618,"T","2002/2003","1S","MFAMF1103",1,1,1
18619,"T","2002/2003","1S","MFAMF1104",1,1,1
18620,"T","2002/2003","1S","MFAMF1107",1,1,1
31872,"T","2003/2004","1S","MRPE1101",1,,2
18622,"T","2002/2003","1S","MFAMF1108",1,1,1
18623,"T","2002/2003","2S","MFAMF1201",1,1,3
18624,"T","2002/2003","2S","MFAMF1200",1,1,2
18625,"T","2002/2003","2S","MFAMF1202",2,1,3
18626,"T","2002/2003","2S","MFAMF1203",1,1,1
18628,"T","2002/2003","2S","MFAMF1105",1,1,1
18629,"T","2002/2003","2S","MFAMF1204",1,1,1
18630,"T","2002/2003","2S","MFAMF1207",1,1,1
31908,"T","2003/2004","2S","MEM180",1,,
19000,"T","2002/2003","1S","EC1101",2,2,4
19001,"P","2002/2003","1S","EC1101",13,1,2
19002,"T","2002/2003","1S","EC1102",2,2,2
19003,"TP","2002/2003","1S","EC1102",10,1,2
19004,"T","2002/2003","1S","EC1103",2,2,4
19005,"P","2002/2003","1S","EC1103",12,1,2
19006,"T","2002/2003","1S","EC1104",2,1,2
19007,"P","2002/2003","1S","EC1104",12,1,2
19008,"T","2002/2003","1S","EC1105",2,1,2
19009,"TP","2002/2003","1S","EC1105",2,1,1
19010,"T","2002/2003","1S","EC1106",2,2,2
19011,"P","2002/2003","1S","EC1106",11,1,1
19012,"TP","2002/2003","1S","EC1106",11,,1
19013,"T","2002/2003","2S","EC1207",2,2,4
19014,"P","2002/2003","2S","EC1207",11,1,2
19015,"T","2002/2003","2S","EC1208",2,2,2
19016,"TP","2002/2003","2S","EC1208",9,1,2
19017,"T","2002/2003","2S","EC1209",2,2,4
19018,"P","2002/2003","2S","EC1209",12,1,2
19019,"T","2002/2003","2S","EC1210",2,2,2
19020,"TP","2002/2003","2S","EC1210",9,1,2
19021,"T","2002/2003","2S","EC1211",2,2,3
19022,"P","2002/2003","2S","EC1211",11,1,3
19024,"T","2002/2003","1S","EC2101",2,2,2
19025,"P","2002/2003","1S","EC2101",11,1,1
19026,"TP","2002/2003","1S","EC2101",11,,1
19027,"T","2002/2003","1S","EC2102",2,3,3
19028,"P","2002/2003","1S","EC2102",11,2,4
19029,"T","2002/2003","1S","EC2103",2,2,4
19030,"P","2002/2003","1S","EC2103",12,1,2
16858,"P","2001/2002","1S","EEC5126",1,,1
16859,"T","2001/2002","1S","EEC5127",1,,3
16860,"P","2001/2002","1S","EEC5127",1,,1
16861,"T","2001/2002","1S","EEC5141",1,,3
16862,"P","2001/2002","1S","EEC5141",3,,1
16863,"TP","2001/2002","1S","EEC5141",1,,1
16870,"T","2001/2002","1S","EEC5145",1,,3
16871,"P","2001/2002","1S","EEC5145",1,,1
16872,"T","2001/2002","1S","EEC5161",1,,3
16873,"P","2001/2002","1S","EEC5161",4,,2
16874,"T","2001/2002","2S","EEC5170",1,,3
16875,"P","2001/2002","2S","EEC5170",1,,1
16876,"T","2001/2002","1S","EEC5172",1,,3
16877,"P","2001/2002","1S","EEC5172",1,,1
16878,"T","2001/2002","1S","EEC5173",1,,3
16879,"P","2001/2002","1S","EEC5173",1,,1
16880,"T","2001/2002","2S","EEC5174",1,,3
16882,"P","2001/2002","2S","EEC5174",1,,
16883,"T","2001/2002","1S","EEC5175",1,,3
16884,"P","2001/2002","1S","EEC5175",2,,1
16885,"T","2001/2002","1S","EEC5176",1,,3
16886,"P","2001/2002","1S","EEC5176",1,,1
16887,"T","2001/2002","1S","EEC5177",1,,3
16888,"P","2001/2002","1S","EEC5177",1,,1
16889,"T","2001/2002","1S","EEC5178",1,,1
16890,"TP","2001/2002","1S","EEC5178",1,,3
16893,"T","2001/2002","1S","EEC5180",1,,1
16894,"P","2001/2002","1S","EEC5180",1,,3
16897,"P","2001/2002","1S","EEC5223",1,,1
16898,"T","2001/2002","1S","EEC5223",1,,3
16899,"T","2001/2002","1S","EEC5224",1,,3
16900,"P","2001/2002","1S","EEC5224",1,,1
16901,"T","2001/2002","2S","EEC5225",1,,2
16902,"P","2001/2002","2S","EEC5225",1,,2
16903,"P","2001/2002","2S","EEC5243",1,,1
16904,"T","2001/2002","2S","EEC5243",1,,3
16911,"T","2001/2002","1S","EEC5270",1,,3
16912,"TP","2001/2002","1S","EEC5270",1,,1
16914,"T","2001/2002","1S","EEC5271",1,,3
16915,"P","2001/2002","1S","EEC5271",1,,
16916,"T","2001/2002","1S","EEC5273",1,,3
16917,"TP","2001/2002","1S","EEC5273",1,,1
16919,"T","2001/2002","2S","EEC5274",1,,3
16921,"TP","2001/2002","2S","EEC5274",2,,1
18307,"T","2001/2002","1S","EEC5275",1,,3
16922,"TP","2001/2002","1S","EEC5275",2,,1
16927,"T","2001/2002","2S","EEC5277",1,,3
16928,"P","2001/2002","2S","EEC5277",1,,1
16929,"T","2001/2002","1S","EIC1100",1,,3
16930,"TP","2001/2002","1S","EIC1100",6,,1.5
16931,"T","2001/2002","1S","EIC1101",1,,3
16932,"TP","2001/2002","1S","EIC1101",4,,2
16933,"T","2001/2002","1S","EIC1102",1,,3
16934,"TP","2001/2002","1S","EIC1102",4,,1
16935,"T","2001/2002","1S","EIC1103",1,,3
16936,"TP","2001/2002","1S","EIC1103",4,,1
16937,"T","2001/2002","1S","EIC1104",1,,2
16938,"P","2001/2002","1S","EIC1104",4,,2
16939,"T","2001/2002","1S","EIC1106",1,,1
16940,"TP","2001/2002","1S","EIC1106",4,,2
16941,"T","2001/2002","2S","EIC1200",1,,3
16942,"TP","2001/2002","2S","EIC1200",3,,3
16943,"T","2001/2002","2S","EIC1202",1,,3
16944,"TP","2001/2002","2S","EIC1202",4,,1
16945,"T","2001/2002","2S","EIC1203",1,,3
16946,"TP","2001/2002","2S","EIC1203",4,,1
16947,"T","2001/2002","2S","EIC1204",1,,3
16948,"TP","2001/2002","2S","EIC1204",4,,1
16949,"P","2001/2002","2S","EIC1205",4,,
16950,"T","2001/2002","2S","EIC1205",1,,2
16951,"P","2001/2002","2S","EIC1206",4,,1.5
16952,"T","2001/2002","2S","EIC1206",1,,3
16953,"T","2001/2002","1S","EIC2100",1,,3
16954,"TP","2001/2002","1S","EIC2100",4,,1.5
16955,"T","2001/2002","1S","EIC2101",1,,2
16956,"TP","2001/2002","1S","EIC2101",4,,2
16957,"T","2001/2002","1S","EIC2102",1,,2
16958,"TP","2001/2002","1S","EIC2102",4,,2
16959,"T","2001/2002","1S","EIC2103",1,,3
16960,"TP","2001/2002","1S","EIC2103",4,,1
16961,"T","2001/2002","1S","EIC2104",1,,2
16962,"TP","2001/2002","1S","EIC2104",4,,2
16963,"T","2001/2002","1S","EIC2105",1,,1
16964,"P","2001/2002","1S","EIC2105",4,,3
16965,"T","2001/2002","2S","EIC2200",1,,2
